latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp
42.29882,24.52506,333.4,0.5,0.41,2014-08-03,1142,N,VIIRS,n,1,300,5.3
42.29815,24.51901,347.8,0.5,0.41,2014-08-03,1142,N,VIIRS,n,1,305.4,7.4
42.30189,24.51827,341.1,0.5,0.41,2014-08-03,1142,N,VIIRS,n,1,299.7,11.5
42.33167,24.4667,313.2,0.41,0.37,2014-08-18,0037,N,VIIRS,n,1,286.1,1.1
42.32829,24.46559,310.1,0.41,0.37,2014-08-18,0037,N,VIIRS,n,1,285.7,0.9
42.29311,24.4815,326.2,0.5,0.49,2014-08-22,1046,N,VIIRS,l,1,299.6,2.1
42.30494,24.4312,345.7,0.5,0.49,2014-08-22,1046,N,VIIRS,n,1,302.5,7.7
42.30351,24.42535,329.8,0.5,0.49,2014-08-22,1046,N,VIIRS,n,1,300,7.7
42.31501,24.4528,326.2,0.5,0.49,2014-08-22,1046,N,VIIRS,l,1,300.4,1.5
42.30931,24.42937,349.2,0.5,0.49,2014-08-22,1046,N,VIIRS,n,1,303.6,7.7
42.3079,24.42354,344.8,0.5,0.49,2014-08-22,1046,N,VIIRS,n,1,303.1,7.7
42.30204,24.4366,342.5,0.57,0.69,2014-08-22,1226,N,VIIRS,n,1,294.5,7.8
42.30191,24.4292,337.9,0.57,0.69,2014-08-22,1226,N,VIIRS,n,1,294.3,9.2
42.30854,24.43635,330.5,0.57,0.69,2014-08-22,1226,N,VIIRS,n,1,294.9,4.8
42.30792,24.43558,339.9,0.57,0.69,2014-08-22,1226,N,VIIRS,n,1,294.9,10
42.30619,24.44202,340.9,0.46,0.47,2014-08-29,1155,N,VIIRS,n,1,299.1,5
42.28713,24.47518,330.7,0.39,0.36,2014-10-18,1118,N,VIIRS,n,1,291.6,4.2
42.29171,24.44094,336.8,0.36,0.57,2015-01-03,1033,N,VIIRS,n,1,283.4,2.7
42.29127,24.44168,332.7,0.36,0.57,2015-01-03,1033,N,VIIRS,n,1,283.2,2.7
42.30581,24.49348,342.5,0.47,0.4,2015-04-02,1102,N,VIIRS,n,1,294,5.8
42.29934,24.47936,339.4,0.49,0.4,2015-04-16,1140,N,VIIRS,n,1,304.7,4.9
42.32389,24.50805,338,0.49,0.4,2015-06-03,1139,N,VIIRS,n,1,308.8,4.8
42.29277,24.48677,331.7,0.43,0.38,2015-11-05,1131,N,VIIRS,n,1,293.7,4.4
42.31845,24.53044,356.1,0.4,0.37,2015-11-16,1124,N,VIIRS,n,1,300.2,16.7
42.32362,24.53653,330.1,0.42,0.38,2015-11-17,1106,N,VIIRS,n,1,289.8,3.9
42.29689,24.44969,330.2,0.6,0.7,2015-11-20,1009,N,VIIRS,n,1,289.7,5.9
42.29536,24.44781,336.7,0.6,0.7,2015-11-20,1009,N,VIIRS,n,1,290.2,5.7
42.31059,24.48063,333.1,0.47,0.4,2015-12-14,1059,N,VIIRS,n,1,287.2,5.1
42.29449,24.4276,329.8,0.48,0.4,2016-03-03,1058,N,VIIRS,n,1,293,3.2
42.32123,24.42672,337.8,0.39,0.36,2016-09-05,1110,N,VIIRS,n,1,309.7,1.9
42.30138,24.48444,335,0.32,0.55,2016-09-13,1200,N,VIIRS,n,1,301.3,1.3
42.30342,24.48325,338.7,0.32,0.55,2016-09-13,1200,N,VIIRS,n,1,299.6,2.6
42.29044,24.48596,339.4,0.42,0.38,2016-09-16,1103,N,VIIRS,l,1,311.5,7.5
42.29385,24.48485,349.6,0.42,0.38,2016-09-16,1103,N,VIIRS,n,1,310.1,7.5
42.29197,24.50956,367,0.36,0.57,2016-09-18,1026,N,VIIRS,h,1,303.1,4.9
42.29081,24.50536,328.6,0.36,0.57,2016-09-18,1026,N,VIIRS,n,1,300,4.9
42.31157,24.48991,367,0.39,0.59,2016-09-18,1206,N,VIIRS,h,1,299.1,19.1
42.31136,24.48497,348.2,0.39,0.59,2016-09-18,1206,N,VIIRS,n,1,293,7.7
42.28466,24.52072,298.6,0.4,0.37,2016-09-25,0011,N,VIIRS,n,1,278.8,0.4
42.29914,24.50575,339.8,0.33,0.55,2016-09-29,1200,N,VIIRS,n,1,308.1,3.7
42.29892,24.50166,340.5,0.33,0.55,2016-09-29,1200,N,VIIRS,n,1,307.7,3.7
42.30405,24.50115,353.8,0.33,0.55,2016-09-29,1200,N,VIIRS,n,1,307.7,3.7
42.28322,24.44549,344.3,0.42,0.38,2016-10-02,1103,N,VIIRS,n,1,312.3,9
42.28755,24.44945,335.2,0.42,0.38,2016-10-02,1103,N,VIIRS,l,1,306.7,14.2
42.29254,24.43715,347.3,0.42,0.38,2016-10-02,1103,N,VIIRS,n,1,306.8,12.5
42.33447,24.47853,327.8,0.55,0.51,2017-03-03,1153,N,VIIRS,n,1,295.2,5
42.34935,24.53217,334.5,0.49,0.4,2017-03-20,1134,N,VIIRS,n,1,300.1,4.2
42.34962,24.52991,329.3,0.49,0.4,2017-03-20,1134,N,VIIRS,n,1,299.8,3.4
42.3509,24.53437,339.2,0.5,0.49,2017-03-23,1038,N,VIIRS,n,1,297.9,6.6
42.34948,24.52844,332.5,0.5,0.49,2017-03-23,1038,N,VIIRS,n,1,301.6,6.2
42.31485,24.46271,332.6,0.55,0.43,2017-04-02,1050,N,VIIRS,n,1,301.4,4.4
42.3162,24.46797,330.4,0.55,0.42,2017-04-02,1050,N,VIIRS,l,1,302.4,4.3
42.32478,24.42858,301.3,0.47,0.48,2017-08-22,2346,N,VIIRS,n,1,285.8,1.3
42.32526,24.43511,339.4,0.39,0.36,2017-08-23,1109,N,VIIRS,l,1,314.1,3.7
42.32661,24.43168,339.5,0.39,0.36,2017-08-23,1109,N,VIIRS,l,1,312.1,4.3
42.34023,24.43283,297.2,0.41,0.37,2017-08-26,0030,N,VIIRS,n,1,284.5,0.5
42.33932,24.4378,298.3,0.41,0.37,2017-08-26,0030,N,VIIRS,n,1,284.7,0.5
42.33686,24.43171,300.2,0.41,0.37,2017-08-26,0030,N,VIIRS,n,1,284.9,0.5
42.33689,24.44503,332.5,0.51,0.66,2017-08-26,1013,N,VIIRS,n,1,304.5,13.9
42.33514,24.43928,334,0.51,0.66,2017-08-26,1013,N,VIIRS,n,1,307.5,9.9
42.3334,24.43357,353.2,0.51,0.66,2017-08-26,1013,N,VIIRS,n,1,307.2,9.9
42.34268,24.44209,367,0.51,0.66,2017-08-26,1013,N,VIIRS,h,1,310.3,13.9
42.3344,24.43368,367,0.51,0.66,2017-08-26,1013,N,VIIRS,h,1,308.1,10.1
42.33797,24.44513,329.5,0.5,0.66,2017-08-26,1013,N,VIIRS,n,1,304,4.8
42.33618,24.43938,334.4,0.51,0.66,2017-08-26,1013,N,VIIRS,n,1,306.9,4.8
42.34377,24.44223,367,0.5,0.66,2017-08-26,1013,N,VIIRS,h,1,310.2,21.6
42.30203,24.43086,367,0.6,0.7,2017-09-06,1007,N,VIIRS,h,1,313.9,67.1
42.29981,24.42407,208,0.6,0.7,2017-09-06,1007,N,VIIRS,l,1,304.1,67.1
42.30818,24.4276,350.9,0.6,0.7,2017-09-06,1007,N,VIIRS,n,1,296.3,67.1
42.2994,24.42599,354.2,0.45,0.47,2017-09-06,1147,N,VIIRS,n,1,298.4,9.1
42.30197,24.46711,347.8,0.49,0.4,2017-09-12,1135,N,VIIRS,n,1,307.1,20.5
42.29065,24.46665,301.3,0.38,0.36,2017-09-17,0017,N,VIIRS,n,1,287,0.5
42.28666,24.47036,300.6,0.38,0.36,2017-09-17,0017,N,VIIRS,n,1,287.4,0.5
42.29986,24.46418,349.8,0.4,0.37,2017-10-04,1122,N,VIIRS,n,1,305.9,25.8
42.29921,24.45936,333.1,0.4,0.37,2017-10-04,1122,N,VIIRS,n,1,299.7,3.8
42.29757,24.45681,337.3,0.5,0.66,2017-10-13,1014,N,VIIRS,n,1,295.7,4.3
42.29792,24.4539,329.6,0.5,0.66,2017-10-13,1014,N,VIIRS,n,1,294.7,2.8
42.30611,24.49122,342,0.33,0.55,2018-03-11,1159,N,VIIRS,n,1,296.3,3.3
42.28234,24.51828,340.3,0.43,0.38,2018-08-25,1128,N,VIIRS,n,1,308.8,3.8
42.30806,24.44563,330.8,0.39,0.36,2018-08-26,1109,N,VIIRS,l,1,304,1.8
42.71715,24.16808,308.4,0.57,0.52,2013-05-02,2339,N,VIIRS,n,1,281.8,2.7
42.71657,24.16882,311.6,0.47,0.64,2013-05-03,0119,N,VIIRS,n,1,283.3,2.4
42.7173,24.16817,304,0.6,0.71,2013-05-14,2313,N,VIIRS,n,1,278.8,2.4
42.71756,24.16435,302,0.33,0.56,2013-05-25,0107,N,VIIRS,n,1,281.2,1
42.71661,24.16433,297.1,0.4,0.44,2013-05-26,0048,N,VIIRS,n,1,281.2,2.3
42.71595,24.16943,336.4,0.47,0.4,2013-06-15,1056,N,VIIRS,n,1,300.1,7.4
42.71621,24.16889,337.1,0.48,0.4,2013-06-29,1134,N,VIIRS,l,1,307.8,14.9
42.71684,24.16893,337.6,0.53,0.5,2013-07-14,1153,N,VIIRS,n,1,303.1,7.2
42.71614,24.16714,307.5,0.75,0.77,2013-07-21,0138,N,VIIRS,n,1,285.1,2.5
42.71568,24.16927,335.6,0.48,0.4,2013-07-31,1134,N,VIIRS,n,1,305,6.1
42.71601,24.16953,328.4,0.52,0.42,2013-08-05,2358,N,VIIRS,n,1,290.4,5.5
42.71614,24.16583,296.6,0.46,0.64,2013-08-07,0119,N,VIIRS,n,1,283.6,1.3
42.71722,24.16474,300.5,0.41,0.45,2013-08-16,2352,N,VIIRS,n,1,286.7,1.3
42.71601,24.16622,295.6,0.65,0.73,2013-08-17,0132,N,VIIRS,n,1,283,2.2
42.71714,24.16937,325.4,0.35,0.57,2013-08-17,2333,N,VIIRS,n,1,287.2,3.9
42.71717,24.16656,306.9,0.45,0.39,2013-08-20,0036,N,VIIRS,n,1,289.4,5.1
42.71592,24.1685,316.4,0.52,0.41,2013-08-21,2358,N,VIIRS,n,1,286.6,3.7
42.71537,24.16133,295.4,0.51,0.66,2013-08-23,2320,N,VIIRS,n,1,284.6,1.7
42.71719,24.16219,298.9,0.4,0.44,2013-08-30,0049,N,VIIRS,n,1,284.8,1
42.71673,24.16206,334.3,0.38,0.36,2013-09-02,1116,N,VIIRS,n,1,302.6,4.1
42.71765,24.16597,297.5,0.52,0.41,2013-09-06,2359,N,VIIRS,n,1,283.4,1.1
42.71638,24.16362,299.7,0.56,0.51,2013-09-09,0101,N,VIIRS,n,1,283.9,1.9
42.71586,24.16661,295.1,0.45,0.39,2013-09-12,0005,N,VIIRS,n,1,284.9,2.8
42.71628,24.16602,310.2,0.4,0.44,2013-09-15,0049,N,VIIRS,n,1,276.3,2.9
42.71655,24.16879,330.9,0.43,0.46,2013-09-25,1045,N,VIIRS,l,1,302.5,2.7
42.71601,24.16455,298.9,0.45,0.39,2013-11-08,0037,N,VIIRS,n,1,276.2,1.4
42.716,24.16309,296.2,0.39,0.59,2013-12-08,0115,N,VIIRS,n,1,266.7,2
42.71612,24.16936,308,0.49,0.48,2013-12-17,2348,N,VIIRS,n,1,270.1,3.1
42.71582,24.16799,318.8,0.42,0.61,2013-12-18,2329,N,VIIRS,n,1,269.6,2.7
42.71621,24.16694,301.7,0.51,0.66,2013-12-29,2323,N,VIIRS,n,1,272.1,1.2
42.71613,24.169,329.1,0.57,0.43,2014-02-13,1144,N,VIIRS,n,1,286.6,3.3
42.71595,24.16924,315.2,0.55,0.68,2014-05-11,0131,N,VIIRS,n,1,280.5,2.9
42.71709,24.16358,297.7,0.45,0.39,2014-05-26,0010,N,VIIRS,n,1,283.3,0.8
42.71641,24.1691,297.7,0.45,0.39,2014-05-26,0010,N,VIIRS,n,1,283.5,3.3
42.71745,24.16946,320.3,0.4,0.44,2014-06-14,0055,N,VIIRS,n,1,287.4,1.7
42.71735,24.16609,296,0.51,0.41,2014-06-25,0049,N,VIIRS,n,1,284.2,2.7
42.71669,24.16462,306.7,0.4,0.44,2014-06-30,0055,N,VIIRS,n,1,285.8,1.7
42.71564,24.1693,305.4,0.4,0.44,2014-06-30,0055,N,VIIRS,n,1,286.2,1.7
42.71638,24.16747,309.1,0.65,0.73,2014-07-03,0139,N,VIIRS,n,1,284.2,3.5
42.71492,24.16039,295.4,0.65,0.73,2014-07-03,0139,N,VIIRS,n,1,283.7,2.1
42.71503,24.16812,305.5,0.45,0.39,2014-07-06,0043,N,VIIRS,n,1,287.8,4.6
42.71718,24.16901,317.6,0.39,0.36,2014-07-07,0024,N,VIIRS,n,1,287.5,2.9
42.71666,24.16646,301.7,0.52,0.41,2014-07-08,0005,N,VIIRS,n,1,289,3.4
42.71659,24.16844,298.7,0.76,0.77,2014-07-08,0145,N,VIIRS,n,1,285.8,2.7
42.71648,24.16896,308.9,0.35,0.57,2014-07-19,2340,N,VIIRS,n,1,285.5,3.6
42.71662,24.16254,297.6,0.47,0.48,2014-07-21,0102,N,VIIRS,n,1,286.9,1.5
42.71529,24.16805,298,0.47,0.48,2014-07-21,0102,N,VIIRS,n,1,287,1.5
42.71538,24.16777,309.7,0.51,0.41,2014-07-27,0050,N,VIIRS,n,1,287.1,4.7
42.7174,24.16562,305.1,0.39,0.36,2014-07-28,0031,N,VIIRS,n,1,288.9,1.7
42.71741,24.16452,297.7,0.48,0.48,2014-07-29,2353,N,VIIRS,n,1,286.8,2.2
42.71758,24.16483,299.3,0.41,0.37,2014-08-02,0037,N,VIIRS,n,1,286,1
42.71566,24.16477,296.5,0.64,0.72,2014-08-20,0140,N,VIIRS,n,1,282.3,2.5
42.71733,24.16793,310.6,0.61,0.71,2014-08-21,2322,N,VIIRS,n,1,283.3,2.6
42.71761,24.1647,306.4,0.46,0.47,2014-08-22,0102,N,VIIRS,n,1,286.3,2
42.71761,24.16389,301,0.56,0.51,2014-09-12,0109,N,VIIRS,n,1,284.6,2
42.71619,24.16884,334.1,0.43,0.62,2014-09-24,1028,N,VIIRS,n,1,284.5,4.5
42.71733,24.164,312.3,0.39,0.36,2014-09-30,0032,N,VIIRS,n,1,279.8,1.6
42.71726,24.16933,302.7,0.45,0.39,2014-10-01,0013,N,VIIRS,n,1,281.5,1.3
42.71751,24.16336,298.7,0.48,0.48,2014-10-01,2354,N,VIIRS,n,1,282.9,1
42.71609,24.16923,309.6,0.58,0.52,2014-10-12,2348,N,VIIRS,n,1,280.3,4.3
42.71861,24.16121,304.7,0.39,0.36,2014-10-27,0026,N,VIIRS,n,1,272.5,0.9
42.71619,24.16907,334.3,0.51,0.49,2014-11-10,1047,N,VIIRS,n,1,290.2,4
42.71769,24.16315,296.6,0.45,0.39,2014-12-13,0044,N,VIIRS,n,1,271.3,0.7
42.87794,24.13702,334.6,0.51,0.66,2014-12-16,2328,N,VIIRS,n,1,277.4,3.9
42.87164,24.1426,301.8,0.5,0.66,2014-12-16,2328,N,VIIRS,n,1,276,3
42.87281,24.13696,367,0.5,0.66,2014-12-16,2328,N,VIIRS,h,1,276.9,10.5
42.87267,24.14238,299.3,0.5,0.66,2014-12-16,2328,N,VIIRS,n,1,275.8,4.4
42.87541,24.13143,341.6,0.41,0.37,2014-12-25,0018,N,VIIRS,n,1,280.2,5.6
42.86467,24.15907,317.1,0.41,0.37,2014-12-25,0018,N,VIIRS,n,1,278,1.3
42.86126,24.15837,307.3,0.41,0.37,2014-12-25,0018,N,VIIRS,n,1,277.7,1.3
42.71696,24.16547,295.2,0.41,0.37,2014-12-25,0018,N,VIIRS,n,1,270.9,3.2
42.71743,24.16263,298.3,0.47,0.48,2015-01-13,0102,N,VIIRS,n,1,268.7,1.7
42.71611,24.16817,303,0.47,0.48,2015-01-13,0102,N,VIIRS,n,1,268.5,1.7
42.71646,24.16636,297.8,0.52,0.41,2015-01-16,0005,N,VIIRS,n,1,268.7,0.9
42.71616,24.16329,296.3,0.35,0.57,2015-02-12,2339,N,VIIRS,n,1,266.7,1.8
42.71611,24.16925,306.7,0.47,0.48,2015-02-14,0101,N,VIIRS,n,1,270.4,2.9
42.71626,24.16871,297.2,0.47,0.48,2015-02-14,0101,N,VIIRS,n,1,269.2,2.4
42.71658,24.16656,300.7,0.58,0.52,2015-03-21,2345,N,VIIRS,n,1,270.7,3
42.99655,24.02348,331.4,0.52,0.5,2015-04-15,1159,N,VIIRS,n,1,296.8,4.2
42.71611,24.16948,300.9,0.35,0.57,2015-04-17,2338,N,VIIRS,n,1,279.5,2.2
42.95533,24.06391,334,0.43,0.38,2015-04-23,1108,N,VIIRS,n,1,302.3,4.8
42.71793,24.16193,301.1,0.55,0.51,2015-04-24,0106,N,VIIRS,n,1,277.5,2
42.71631,24.1684,296.4,0.55,0.51,2015-04-24,0106,N,VIIRS,n,1,276.4,2
42.7187,24.16671,304.6,0.41,0.37,2015-05-17,0034,N,VIIRS,n,1,285.7,2.4
42.71674,24.16286,307.2,0.41,0.37,2015-05-18,0015,N,VIIRS,n,1,282.6,1.3
42.71654,24.16903,307.7,0.47,0.48,2015-05-21,0059,N,VIIRS,n,1,283.7,2.9
42.71597,24.16693,299.7,0.39,0.36,2015-05-23,0022,N,VIIRS,n,1,284.8,0.6
42.71507,24.16943,329.5,0.41,0.37,2015-06-02,0034,N,VIIRS,n,1,287,4.4
42.71595,24.16455,295.5,0.41,0.37,2015-06-02,0034,N,VIIRS,n,1,283.2,0.9
42.71838,24.16935,300.1,0.35,0.57,2015-06-04,2337,N,VIIRS,n,1,283.2,1.8
42.71693,24.16901,310,0.45,0.39,2015-06-07,0040,N,VIIRS,n,1,285.1,3.5
42.71867,24.16014,297,0.39,0.36,2015-06-08,0022,N,VIIRS,n,1,283.6,1
42.71663,24.16144,305.1,0.47,0.48,2015-06-22,0059,N,VIIRS,n,1,279,3.4
42.71539,24.16779,315.4,0.61,0.71,2015-07-07,2318,N,VIIRS,n,1,288,3.3
42.71893,24.16742,298.6,0.73,0.76,2015-07-18,2312,N,VIIRS,n,1,288.2,1.7
42.71772,24.16615,301.9,0.4,0.44,2015-07-19,0052,N,VIIRS,n,1,290,1.3
42.7168,24.16413,303.4,0.52,0.41,2015-07-27,0002,N,VIIRS,n,1,289.4,1.7
42.71695,24.16927,338.3,0.4,0.37,2015-07-27,1126,N,VIIRS,l,1,310.8,4.1
42.71883,24.16449,337,0.38,0.36,2015-08-07,1120,N,VIIRS,l,1,310.2,5.3
42.71729,24.16196,306.2,0.39,0.36,2015-08-27,0021,N,VIIRS,n,1,287,1.4
42.71638,24.16497,299.6,0.51,0.66,2015-08-29,2324,N,VIIRS,n,1,287.6,1.2
42.71866,24.16679,302.6,0.45,0.39,2015-09-02,0008,N,VIIRS,n,1,289.2,1.5
42.71694,24.16385,312.8,0.39,0.36,2015-09-17,0026,N,VIIRS,n,1,288,1.4
42.71895,24.16252,296.6,0.43,0.62,2015-09-19,2330,N,VIIRS,n,1,286.3,1.2
42.71509,24.16649,309.8,0.74,0.76,2015-09-20,2311,N,VIIRS,n,1,283,3
42.71716,24.16888,295.6,0.39,0.59,2015-09-25,0116,N,VIIRS,n,1,282,2.4
42.71784,24.1627,304.9,0.4,0.44,2015-10-07,0051,N,VIIRS,n,1,279.7,2.1
42.71841,24.16368,299.7,0.41,0.45,2015-10-25,2355,N,VIIRS,n,1,275.1,2.1
42.71696,24.16765,326.5,0.43,0.46,2015-11-02,1047,N,VIIRS,n,1,288.9,3.3
42.71637,24.1687,301,0.41,0.45,2015-11-10,2354,N,VIIRS,n,1,275.3,5
42.71939,24.16343,296.2,0.39,0.36,2015-11-15,0019,N,VIIRS,n,1,278.2,0.7
42.71611,24.1625,303.3,0.39,0.36,2015-11-15,0019,N,VIIRS,n,1,277.3,0.7
42.71759,24.16437,296.8,0.39,0.36,2015-11-20,0026,N,VIIRS,n,1,275.5,0.8
42.71704,24.16936,310.5,0.61,0.71,2015-11-28,2316,N,VIIRS,n,1,271.9,2.2
42.71653,24.16918,338.4,0.43,0.46,2015-12-20,1047,N,VIIRS,n,1,284.2,6
42.71536,24.16533,296.2,0.73,0.76,2015-12-25,2310,N,VIIRS,n,1,272.9,1.4
42.71642,24.16939,297.9,0.48,0.48,2016-01-08,2348,N,VIIRS,n,1,269.9,2.8
42.71601,24.16908,311.1,0.51,0.41,2016-02-07,0044,N,VIIRS,n,1,269,3.9
42.71574,24.16875,325.6,0.48,0.4,2016-02-14,1136,N,VIIRS,n,1,291.6,3.1
43.01151,23.9931,328.4,0.36,0.58,2016-02-23,1027,N,VIIRS,n,1,292.8,3.1
42.71696,24.16794,313.3,0.46,0.39,2016-03-12,0005,N,VIIRS,n,1,273,3.7
42.7151,24.1684,302,0.46,0.47,2016-03-20,0055,N,VIIRS,n,1,273.6,2.9
42.71842,24.16495,300.1,0.49,0.48,2016-06-16,2346,N,VIIRS,n,1,287.5,1.3
42.71788,24.16196,300.6,0.41,0.37,2016-06-20,0030,N,VIIRS,n,1,280,0.9
42.71542,24.16878,317.8,0.47,0.64,2016-06-28,0120,N,VIIRS,n,1,281.1,2.6
42.71807,24.16263,300.2,0.51,0.41,2016-06-30,0043,N,VIIRS,n,1,286.7,1.2
42.71681,24.16868,316.5,0.51,0.41,2016-06-30,0043,N,VIIRS,n,1,286.4,2.9
42.7201,24.16339,300.2,0.45,0.39,2016-07-02,0005,N,VIIRS,n,1,281.3,0.8
42.71655,24.16436,313.6,0.41,0.37,2016-07-06,0030,N,VIIRS,n,1,288.4,2
42.71761,24.16689,298.7,0.41,0.37,2016-07-07,0012,N,VIIRS,n,1,277.9,0.3
42.71583,24.16442,297.4,0.61,0.71,2016-07-09,2315,N,VIIRS,n,1,286.6,3.9
42.71915,24.16661,298.6,0.61,0.71,2016-07-09,2315,N,VIIRS,n,1,286.8,1.5
42.71788,24.16351,300.9,0.47,0.48,2016-07-10,0055,N,VIIRS,n,1,288.8,0.9
42.71778,24.16856,308.4,0.47,0.64,2016-07-14,0120,N,VIIRS,n,1,288.2,3.1
42.71507,24.16807,317.4,0.56,0.51,2016-07-15,0102,N,VIIRS,n,1,289.8,6.4
42.71691,24.16922,300.9,0.41,0.37,2016-07-22,0030,N,VIIRS,n,1,286.5,3.9
42.72061,24.16013,301.1,0.41,0.37,2016-07-23,0011,N,VIIRS,n,1,290,0.8
42.71587,24.16921,327.7,0.41,0.37,2016-07-23,0011,N,VIIRS,n,1,289.6,2.6
42.71722,24.15923,309.4,0.41,0.37,2016-07-23,0011,N,VIIRS,n,1,288.5,0.8
42.71737,24.16869,321.9,0.35,0.57,2016-07-24,2334,N,VIIRS,n,1,288.9,5.3
42.71578,24.16422,299.7,0.47,0.47,2016-07-26,0055,N,VIIRS,n,1,287.8,0.9
42.71793,24.16555,303.4,0.39,0.36,2016-07-28,0018,N,VIIRS,n,1,288.5,2.5
42.71703,24.16848,309.3,0.76,0.77,2016-08-14,0139,N,VIIRS,n,1,280.2,2.6
42.7177,24.16947,311.6,0.51,0.66,2016-08-15,2321,N,VIIRS,n,1,286.7,1.6
42.71658,24.16793,311.4,0.43,0.62,2016-08-20,2327,N,VIIRS,n,1,285.3,2.8
42.71843,24.16752,303.8,0.75,0.77,2016-08-30,0138,N,VIIRS,n,1,283.9,3.3
42.71909,24.16516,297.2,0.51,0.41,2016-09-02,0042,N,VIIRS,n,1,285,0.9
42.71704,24.16746,301.9,0.39,0.36,2016-09-03,0024,N,VIIRS,n,1,284.9,0.9
42.71707,24.16388,301.9,0.39,0.36,2016-09-14,0017,N,VIIRS,n,1,284.5,0.9
42.71637,24.16858,302,0.39,0.36,2016-09-14,0017,N,VIIRS,n,1,285.1,2.9
42.71527,24.16887,336.1,0.53,0.42,2016-09-14,2358,N,VIIRS,n,1,287.7,6.6
42.71521,24.16769,302.4,0.59,0.53,2016-09-15,2339,N,VIIRS,n,1,284.6,4.8
42.71527,24.16921,324.3,0.51,0.66,2016-10-02,2321,N,VIIRS,n,1,282.8,4.1
42.71521,24.16925,335.3,0.54,0.51,2016-11-11,1154,N,VIIRS,n,1,290.2,6
43.01601,24.09208,326.9,0.4,0.37,2016-11-18,1123,N,VIIRS,n,1,287.5,2.8
42.71885,24.16508,302.7,0.39,0.36,2016-12-03,0018,N,VIIRS,n,1,270.1,1
42.71576,24.1684,325.9,0.52,0.41,2016-12-23,0043,N,VIIRS,n,1,270.9,7.3
42.71506,24.16925,330.8,0.4,0.44,2017-01-13,0049,N,VIIRS,n,1,262.4,2.2
42.71706,24.16953,343.4,0.38,0.36,2017-02-17,1116,N,VIIRS,n,1,287.5,6.5
42.71687,24.1687,329,0.61,0.53,2017-03-02,1032,N,VIIRS,n,1,285.2,5.7
42.71587,24.16409,296.1,0.41,0.37,2017-03-04,0011,N,VIIRS,n,1,273.1,2.6
42.98571,24.00802,334.6,0.48,0.4,2017-03-04,1134,N,VIIRS,n,1,294.3,3.6
43.00476,23.95967,329,0.48,0.4,2017-03-04,1134,N,VIIRS,n,1,295.1,6.2
43.00751,23.96182,344.1,0.38,0.36,2017-03-21,1115,N,VIIRS,n,1,297.9,5.8
42.71725,24.16874,303.3,0.62,0.71,2017-03-22,2314,N,VIIRS,n,1,276.9,2.5
42.87254,24.13533,296,0.44,0.39,2017-03-24,0035,N,VIIRS,n,1,273.2,0.8
42.87639,24.14777,339.5,0.32,0.54,2017-03-24,1159,N,VIIRS,n,1,300.4,3.2
42.88166,24.15117,337.6,0.32,0.54,2017-03-24,1159,N,VIIRS,n,1,294.8,2.9
42.87246,24.15184,313,0.39,0.36,2017-03-25,0016,N,VIIRS,n,1,278.3,0.7
42.71523,24.16866,315,0.41,0.37,2017-04-05,0010,N,VIIRS,n,1,277.3,4.3
42.7183,24.16554,303,0.39,0.36,2017-04-10,0017,N,VIIRS,n,1,275.1,1.4
42.71859,24.16333,295.5,0.39,0.36,2017-04-15,0023,N,VIIRS,n,1,278.6,0.7
42.71855,24.16345,301.8,0.49,0.48,2017-05-02,2345,N,VIIRS,n,1,282,2.4
42.7173,24.16335,301.8,0.49,0.48,2017-05-02,2345,N,VIIRS,n,1,281.4,1.5
42.7168,24.16949,301.6,0.49,0.48,2017-05-02,2345,N,VIIRS,n,1,281.1,3.2
42.71598,24.16935,319.6,0.51,0.66,2017-05-14,2320,N,VIIRS,n,1,282.3,4.1
42.71867,24.16404,295.3,0.39,0.36,2017-05-17,0023,N,VIIRS,n,1,281.5,1.1
42.7164,24.16871,304.8,0.55,0.68,2017-05-19,0125,N,VIIRS,n,1,274.9,1.6
42.71514,24.16773,296,0.59,0.53,2017-05-29,2339,N,VIIRS,n,1,279.9,4.5
42.71651,24.16305,295.3,0.51,0.66,2017-05-30,2320,N,VIIRS,n,1,282.1,2.3
42.71632,24.16879,298.7,0.39,0.44,2017-06-06,0048,N,VIIRS,n,1,284.1,1.2
42.71508,24.16924,305.6,0.45,0.39,2017-06-12,0035,N,VIIRS,n,1,283.9,3.9
42.71861,24.16356,311.1,0.39,0.36,2017-06-13,0017,N,VIIRS,n,1,284.8,1
42.71502,24.16863,303,0.76,0.77,2017-06-14,0138,N,VIIRS,n,1,281,4
42.71845,24.16796,311.1,0.74,0.76,2017-06-21,2307,N,VIIRS,n,1,283.3,4.1
42.71665,24.16364,295.9,0.74,0.76,2017-06-21,2307,N,VIIRS,n,1,283.2,3.7
42.71518,24.16491,299.6,0.39,0.59,2017-06-26,0113,N,VIIRS,n,1,288.3,2.5
42.71511,24.16949,331.6,0.44,0.39,2017-06-28,0035,N,VIIRS,n,1,292.1,8.9
42.71566,24.16736,304.9,0.52,0.42,2017-06-29,2358,N,VIIRS,n,1,292.4,4
42.71629,24.1676,299.8,0.46,0.39,2017-07-05,0004,N,VIIRS,n,1,284.9,5.4
42.71666,24.16922,335.1,0.43,0.38,2017-07-05,1128,N,VIIRS,n,1,304.4,9.4
